109213,109509,Baker_R.,Richard,Baker,South,0.547,0.28,Republican,H,M,1987,2008,21,1948,NonCatholic,White,Real_Estate,No,2.333333333,?,?,?,?,?,?,?,?,?,?,0,?,92,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,92,?,?,?,?,7,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,13,?,?,?,?,?,?,61,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,
107215,22174,Baldacci_J.,John,Baldacci,North,-0.327,0.006,Democratic,H,M,1995,2003,8,1955,Catholic,White,Business_banking,No,95.13043478,82,65.33333333,100,67,100,0,35,?,0,?,80,100,0,95,?,33,100,100,100,0,?,0,100,?,?,25,0,100,100,?,?,63,?,80,66,88,100,?,11,?,7,33,7,50,91,78,?,?,100,100,25,70,100,?,36,100,?,26,?,13,?,50,71,?,0,?,?,100,80,50,100,100,?,100,49,5,?,88,88,91,86,57,?,?,100,90,100,90,80,100,100,100,?,75,11,?,92,72,?,?,?,29,?,?,?,?,38,87,?,8,5,33,12,16,38,?,100,?,100,29,100,100,29,?,0,91,50,100,?,92,100,?,0,95,77,?,
109528,3470,Baldwin_T.,Tammy,Baldwin,Midwest,-0.554,-0.137,Democratic,H,F,1999,2013,14,1962,NonChristian,White,Law,No,99.52173913,92.52941176,88.5,100,63,100,0,21,50,100,37,100,0,0,100,0,20,100,100,100,0,100,0,100,100,13,100,0,100,100,100,20,100,100,100,50,93,100,100,20,100,10,73,0,30,100,100,75,100,100,100,0,90,89,0,3,100,0,28,100,0,0,0,80,100,0,0,0,100,81,100,100,88,83,100,86,0,0,100,100,100,100,83,14,77,100,100,100,100,75,100,100,100,50,100,0,100,88,100,9,10,0,20,92,90,88,80,100,86,100,0,0,55,0,19,93,100,100,22,100,100,100,100,0,0,21,100,88,100,100,100,100,38,0,100,38,100,
108356,5891,Ballance_F.,Frank,Ballance,South,-0.442,-0.059,Democratic,H,M,2003,2005,2,1942,NonCatholic,NonWhite,Education,Yes,93.33333333,94.5,56,?,50,100,0,?,?,?,?,100,0,?,20,?,?,?,100,100,5,56,?,?,?,100,75,17,?,100,?,?,100,56,?,56,100,100,56,8,71,13,?,0,27,?,?,100,?,100,100,?,?,100,0,0,50,?,40,?,0,?,0,78,?,0,?,20,?,56,56,100,75,78,?,?,25,?,100,100,?,95,?,?,100,?,?,?,100,83,?,?,92,?,100,0,?,?,76,?,?,?,?,?,?,?,?,100,?,?,17,?,?,?,?,100,100,100,?,100,?,100,100,?,?,?,?,?,100,?,93,?,?,?,?,?,?,
108365,27005,Ballenger_C.,Cass,Ballenger,South,0.554,-0.044,Republican,H,M,1987,2005,18,1926,NonCatholic,White,Public_Service,Yes,13.86956522,6.7,11,100,0,0,100,91,?,100,?,0,100,89,0,?,100,0,0,0,90,11,20,60,0,100,13,92,0,0,0,75,0,11,0,11,0,100,11,100,43,69,60,100,100,18,44,12,0,17,0,96,20,11,100,100,0,?,100,?,81,0,0,11,?,92,80,80,17,11,11,0,12,22,0,100,29,?,11,0,17,25,86,100,0,0,12,20,0,92,31,0,18,82,8,100,8,20,19,?,85,?,63,?,?,?,?,0,?,?,92,100,100,81,75,11,0,0,100,0,29,0,0,80,?,93,0,17,29,?,7,0,?,30,0,77,5,
107245,26905,Barcia_J.,James,Barcia,Midwest,-0.153,0.588,Democratic,H,M,1993,2003,10,1952,Catholic,White,Congressional_Aide,No,76.08695652,82,58.66666667,100,33,60,50,40,?,100,?,57,50,74,55,?,50,93,80,71,30,?,33,100,?,?,50,20,100,75,?,50,63,?,40,66,7,100,?,42,?,37,29,67,72,73,56,?,?,63,0,60,40,63,?,93,100,?,43,?,86,?,25,36,?,60,?,?,67,60,50,88,100,?,88,46,45,?,69,63,82,93,71,?,?,50,60,80,65,80,92,60,100,?,58,56,?,83,67,?,?,?,47,?,?,?,?,63,?,?,100,100,83,40,39,25,?,73,?,50,14,0,0,50,?,50,100,36,100,?,85,75,?,43,70,77,?,
107134,22028,Barr_B.,Bob,Barr,South,0.702,0.294,Republican,H,M,1995,2003,8,1948,NonCatholic,White,Law,No,12.82608696,27.33333333,21,0,50,0,93,96,?,100,?,7,0,100,0,?,50,7,0,14,90,?,100,0,?,?,0,70,0,0,?,?,0,?,0,17,0,0,?,82,?,93,51,93,85,9,22,?,?,13,0,100,30,25,?,100,100,?,87,?,93,?,50,0,?,90,?,?,0,33,13,11,25,?,13,64,75,?,13,13,0,21,57,?,?,50,10,20,5,80,25,10,16,?,8,100,?,55,11,?,?,?,81,?,?,?,?,13,?,?,100,100,100,100,67,0,?,33,?,0,29,0,0,79,?,100,27,50,50,?,15,0,?,100,10,77,?,
106292,26945,Barrett_W.,William,Barrett,Midwest,0.41,0.021,Republican,H,M,1991,2001,10,1929,NonCatholic,White,Business_banking,Yes,15.43478261,78,15,?,?,12,83,?,?,?,?,25,?,87,0,?,91,0,?,0,62,?,50,40,?,?,?,100,?,14,29,100,?,?,?,?,?,0,?,96,?,73,65,80,95,53,25,?,?,0,?,82,33,0,?,93,?,?,82,?,?,?,25,18,?,?,?,?,0,13,17,20,0,?,13,94,57,?,32,7,38,27,?,?,?,50,10,?,5,?,33,20,40,?,18,100,?,78,20,?,?,?,72,?,?,?,?,100,?,?,100,95,?,82,64,18,?,7,?,0,0,0,0,?,?,86,?,23,0,?,8,23,?,100,10,33,?,
109436,14577,Barrett_J.,James,Barrett,South,0.826,0.066,Republican,H,M,2003,2011,8,1961,NonCatholic,White,Business_banking,Yes,4.65,4.588235294,29.66666667,0,15,0,100,96,50,?,66,0,100,100,0,100,75,0,0,0,95,11,100,0,0,0,11,75,?,0,0,100,0,11,16,100,0,25,11,90,50,93,?,100,85,10,?,0,0,0,0,100,20,13,100,100,100,?,100,0,100,100,100,20,10,62,72,91,0,20,25,25,0,17,0,60,76,95,0,6,6,8,41,79,0,0,0,0,0,100,?,?,0,81,0,100,0,0,6,86,96,63,93,14,0,37,0,13,0,0,92,100,50,95,71,0,0,6,50,0,0,0,0,100,25,100,0,11,0,50,0,6,50,75,0,50,0,
107540,27138,Barrett_T.,Thomas,Barrett,Midwest,-0.469,-0.487,Democratic,H,M,1993,2003,10,1953,Catholic,White,Law,No,97.43478261,82,76.33333333,100,80,100,0,46,?,100,?,93,100,4,90,?,0,100,100,100,10,?,0,100,?,?,100,10,100,100,?,20,88,?,80,66,100,100,?,7,?,26,40,7,47,91,100,?,?,100,100,20,50,100,?,25,100,?,35,?,23,?,25,79,?,10,?,?,100,100,63,100,100,?,100,47,15,?,100,88,91,93,71,?,?,100,100,100,90,80,100,100,100,?,92,11,?,75,83,?,?,?,0,?,?,?,?,25,87,?,0,5,33,15,27,63,?,93,?,100,100,91,100,42,?,0,83,77,100,?,92,100,?,0,95,66,?,
109143,31780,Barrow_J.,John,Barrow,South,-0.086,0.663,Democratic,H,M,2005,2015,10,1955,NonCatholic,White,Law,No,77.8,57.4375,17,88,0,73,17,71,?,?,100,27,?,40,75,27,83,77,60,74,40,?,100,100,50,13,44,33,?,60,?,80,25,?,100,0,0,100,?,30,100,23,?,70,56,60,?,58,25,87,?,86,40,56,47,20,100,?,76,50,0,100,67,13,60,50,43,100,0,9,42,100,72,100,80,86,50,80,50,78,?,80,75,78,22,100,0,50,75,?,?,?,100,60,50,85,100,38,?,43,43,42,42,58,57,57,58,?,57,?,92,0,100,23,21,11,100,59,90,100,17,75,50,21,100,70,61,66,100,100,80,94,25,83,82,?,100,
109226,26891,Bartlett_R.,Roscoe,Bartlett,North,0.698,-0.091,Republican,H,M,1993,2013,20,1926,NonCatholic,White,Agriculture,No,11.17391304,22.11764706,89.83333333,0,13,9,100,93,100,100,62,36,100,84,5,88,66,8,20,6,90,89,0,0,0,0,33,67,0,0,20,100,0,89,83,100,0,25,89,80,50,73,50,100,85,10,44,17,0,7,0,77,50,11,100,96,100,?,88,13,100,100,100,27,50,100,40,100,15,72,100,12,16,0,0,43,74,77,10,39,17,5,66,95,0,67,0,0,10,100,23,10,0,60,0,100,0,0,17,55,53,51,61,46,47,47,39,100,29,8,92,100,44,82,73,14,0,18,100,0,8,0,0,88,0,90,9,22,0,0,0,6,75,100,27,25,100,
109461,27082,Barton_J.,Joe,Barton,South,0.67,0.208,Republican,H,M,1985,2015,30,1949,NonCatholic,White,Misc.,No,7.565217391,8.529411765,7,0,0,0,100,57,100,100,75,0,100,92,0,94,66,8,30,5,95,11,100,0,0,0,0,100,0,0,7,100,0,11,0,0,3,25,11,80,50,81,15,100,92,30,33,0,0,6,0,91,22,0,100,96,100,?,91,3,100,60,100,20,50,100,70,100,0,9,0,12,22,17,0,43,70,100,0,0,11,10,50,100,0,33,0,0,5,100,31,0,0,60,0,92,0,0,11,81,63,86,100,19,37,9,0,0,29,0,92,100,66,92,69,7,0,6,100,0,17,0,0,83,100,100,10,0,0,50,7,7,75,58,0,38,0,
109301,22216,Bass_C.,Charles,Bass,North,0.612,-0.796,Republican,H,M,1995,2007,12,1952,NonCatholic,White,Business_banking,No,23,39.52941176,79.83333333,100,0,60,90,64,50,100,100,27,100,58,25,67,67,12,30,0,88,78,100,60,0,0,40,45,0,29,27,100,0,78,67,100,20,50,78,82,38,48,90,69,85,20,56,50,0,7,0,95,33,0,78,75,66,?,82,60,50,0,86,20,70,33,32,100,20,45,100,0,27,17,13,100,54,?,25,33,22,20,71,78,67,40,25,100,15,100,38,10,50,70,17,100,93,50,22,47,45,47,48,53,55,52,52,19,71,8,92,50,88,81,59,11,100,15,90,86,33,82,100,75,50,90,14,62,11,100,21,0,63,100,32,38,31,
106500,27111,Bateman_H.,Herbert,Bateman,South,0.29,0.232,Republican,H,M,1983,2001,18,1928,NonCatholic,White,Law,Yes,21.09090909,57,0,?,?,0,83,?,?,?,?,20,?,82,?,?,100,10,?,0,65,?,66,33,?,?,?,60,?,43,0,100,?,?,?,?,?,0,?,92,?,57,8,93,94,73,17,?,?,0,?,65,44,17,?,89,?,?,92,?,?,?,100,18,?,?,?,?,0,0,0,20,0,?,25,94,50,?,12,8,8,36,?,?,?,50,20,?,10,?,33,30,40,?,27,89,?,57,0,?,?,?,56,?,?,?,?,5,?,?,50,100,?,84,60,18,?,7,?,22,25,0,14,?,?,73,?,19,14,?,8,46,?,100,5,20,?,
109289,53315,Baucus_M.,Max,Baucus,West,-0.245,0.347,Democratic,S,M,1979,2015,36,1941,NonCatholic,White,Law,No,86.30434783,73.29411765,37.5,100,14,80,0,32,0,100,40,100,100,24,90,0,50,94,80,81,0,60,25,100,20,13,0,60,100,100,92,40,67,60,83,0,28,100,60,7,40,24,0,0,71,100,80,92,100,83,0,0,80,83,13,0,100,0,46,86,0,60,50,67,60,0,18,0,70,28,17,100,100,86,92,100,40,24,100,55,83,93,100,52,81,100,83,67,75,100,67,100,100,77,85,45,100,100,83,36,32,24,53,64,68,74,47,0,83,73,100,0,60,18,23,56,100,62,50,100,75,100,100,22,100,45,95,10,71,100,86,90,63,16,55,50,33,
109186,22418,Bayh_E.,Evan,Bayh,Midwest,-0.307,0.127,Democratic,S,M,1999,2011,12,1955,NonChristian,White,Misc.,No,87.60869565,57.82352941,50.16666667,100,31,60,0,31,0,100,60,100,100,20,95,16,66,79,70,100,10,60,?,100,20,0,50,60,100,40,100,28,100,60,100,60,75,100,60,23,83,53,88,50,56,100,70,60,50,89,100,57,70,83,25,25,100,40,45,50,28,0,54,60,20,16,14,18,84,11,50,100,100,100,92,100,18,55,90,85,83,85,100,31,81,100,83,100,90,100,100,100,100,67,100,22,100,83,83,59,56,61,59,41,43,37,40,100,100,87,8,28,60,30,12,50,100,77,60,50,75,75,0,45,0,48,71,50,87,100,93,90,0,16,77,50,0,
109162,33448,Bean_M.,Melissa,Bean,Midwest,-0.179,0.644,Democratic,H,F,2005,2011,6,1962,Catholic,White,Business_banking,No,85.52631579,73.1875,75,80,0,82,0,56,?,?,50,55,?,12,80,5,16,80,80,100,25,?,100,100,100,0,78,17,?,100,?,40,100,?,100,100,66,?,?,50,0,24,?,20,73,70,?,80,37,69,?,50,40,67,8,4,100,?,38,100,22,D,33,33,60,6,6,18,88,67,58,87,50,67,80,100,18,71,100,78,?,85,75,50,55,100,100,75,80,?,?,?,100,63,100,64,100,88,?,49,44,51,49,52,56,48,49,75,?,?,17,16,50,19,34,38,100,53,80,100,62,100,100,28,0,18,79,77,83,100,93,94,40,33,77,?,100,
109092,29880,Beauprez_B.,Bob,Beauprez,West,0.687,-0.047,Republican,H,M,2003,2007,4,1948,Catholic,White,Business_banking,No,10.83333333,11.16666667,13.83333333,5,0,33,100,77,100,?,100,11,100,100,0,100,?,0,0,0,92,11,?,?,0,100,0,91,?,12,20,100,0,11,0,11,0,75,11,96,54,88,?,100,93,0,?,50,?,0,0,?,50,0,93,92,100,?,93,0,73,?,86,6,0,92,83,50,0,11,28,0,25,17,?,100,31,?,0,0,28,30,?,100,33,0,?,33,5,100,?,?,20,85,0,100,0,17,28,?,?,?,?,?,?,?,?,20,34,0,92,100,100,95,64,33,0,0,80,0,23,0,0,85,?,100,11,0,11,50,14,?,60,92,0,50,6,
